director_id,director_id
578,939155
2294,939155
87742,939155
7623,939155
57581,939155
7467,939155
12238,939155
57446,939155
189230,939155
893,939155
5602,939155
2419,939155
15217,17183
17183,19304
2228,17183
5140,17183
17178,17183
5010,17183
8395,1151353
142403,142404
2303,54469
5723,54469
45407,59315
190,18897
11090,18897
11701,18897
138,18897
16483,18897
11401,18897
18897,44916
11091,18897
18897,62410
4483,18897
18897,64796
3776,15389
1650,15389
15892,19274
224,455
224,1032
224,488
224,578
224,8858
224,23227
224,76070
224,10491
110,224
1184967,1193597
12180,230642
608,230642
16848,108952
1146,66605
518,66605
2283,66605
1233,66605
45400,66605
8844,72757
6159,8844
1150,8844
8844,10781
8844,45407
8844,30368
8844,12238
2461,8844
6384,8844
648,8844
3388,8844
5344,8844
8844,67367
31,8844
508,8844
1032,95977
6384,95977
11151,95977
1032,68020
5281,68020
488,5656
5281,5656
5656,78188
4429,5656
5656,14353
5656,122582
1241,5656
5656,39012
5656,18863
5656,45400
1650,5656
4483,5656
5656,7399
5656,78190
607,1936668
4762,1936668
679,15115
1243,1059571
5281,1059571
4600,1053404
1614,84075
53684,84075
6737,60074
15277,60074
1884,60074
60074,1187819
60074,86626
5149,60074
39189,60074
60074,113373
60074,66633
60074,220088
17087,60074
4491,60074
60074,90492
59410,60074
56322,60074
12219,60074
41039,60074
60074,139135
60074,109708
3776,143593
137427,143593
93396,143593
10757,143593
85666,4184717
85666,119819
6495,85666
81217,86164
53761,86164
5281,7488
51034,1485823
72952,87257
1032,83198
6159,83198
25598,77104
11181,77104
17016,77104
13367,77104
55439,77104
13333,77104
93106,234559
5524,12099
5524,12073
24045,220691
3061,61363
61363,1191348
61363,98522
15488,1016214
40476,1016214
107168,146110
20173,107168
88967,107168
934,61239
488,5281
5281,177532
5281,72024
1614,5281
5281,1056121
4429,5281
5281,5294
2746,5281
1241,5281
5281,122423
5281,5292
5281,11218
1233,5281
5281,36811
819,5281
1158,5281
4808,5281
5281,51329
5281,1211376
1380821,1571086
117841,939440
1037997,1079368
129561,1037997
107766,1037997
2878,26048
8676,1571086
8676,20204
8844,51851
30368,51851
51851,1144604
41039,51851
138,550162
578,47506
550162,2069821
12995,47506
98,550162
32278,47506
47506,1293994
15218,47506
47506,1213074
47506,149495
23532,33192
23532,57492
4491,23532
212,23532
23532,88967
15556,23532
23532,105647
5281,551989
2632,551989
97579,1038015
3492,82885
82885,131870
2171,82885
45400,82885
82885,931744
82885,184581
288467,1106255
1896,72024
1032,74623
74623,131521
19274,74623
53942,74623
74623,212208
59026,1907753
518,1907753
2636,1907753
3416,1907753
7467,1907753
1152,1907753
3290,3897
80602,2102249
95573,95575
4135,12833
4491,12833
4027,12833
31,12833
1152,12833
6163,12833
12833,937034
75544,139250
62897,238001
62926,585659
557100,1368897
488,3288
3288,19242
3288,19119
108,3288
3288,26481
488,29009
880,29009
6159,29009
4135,29009
29009,220088
4491,29009
4757,29009
17697,29009
1233,29009
29009,51329
61175,116370
9281,22215
22215,113373
22214,22215
212,22215
12219,22215
2636,123695
488,24173
24,24173
880,24173
24173,41670
12898,24173
21526,24173
1896,24173
24173,109708
1614,37917
1614,1617
1614,4566
1614,60099
1614,35013
5970,78160
5469,78160
2636,78160
4955,78160
23227,78160
16294,78160
2838,78160
78160,1318470
16483,1056121
135651,1056121
1056121,1140231
206919,1056121
939336,939337
31,128639
98104,939337
1893,1045176
19840,19841
3061,928885
86255,133048
133048,1524193
2034,7017
7017,12995
5294,7017
7017,76070
880,24294
61659,429728
74396,76325
87742,1932178
1056739,1932178
488,21712
21712,56857
15852,21712
5292,21712
7467,21712
11676,21712
879,21712
16294,21712
116881,130514
24,10828
2636,10828
10828,27319
10828,11218
108,10828
10828,76070
223,10828
10828,51329
10828,39516
1978,11701
1978,6162
59,229568
2303,10620
68,10620
558860,1198724
76070,558860
44735,558860
190,18997
11614,18997
7623,18997
6159,18997
42,18997
18997,24045
5216,18997
974,18997
18997,55789
957,18997
524,18997
61290,94177
37526,78188
2838,78188
30715,78188
45400,78188
78188,78190
1103,2461
366,11092
488,11092
956,11092
578,11092
11092,11181
11092,11694
11092,36425
11092,17825
11092,11701
11092,82194
8844,11092
11092,934803
7256,11092
11092,37932
11092,202816
957,11092
11092,65734
11091,11092
1776,56349
141963,141964
141962,141963
16847,87494
525,578
525,638
525,15217
525,77863
525,10828
525,136495
525,1158
525,559
3061,16863
103,16863
524,16863
455,85203
578,142312
17825,142312
6884,142312
142312,1262481
94342,1546979
94342,942251
7467,10855
280,10855
56205,159767
55439,159767
26076,38785
26852,1140238
26852,31268
26852,76999
3110,26852
12898,26852
21657,26852
190,1057984
1032,1057984
17825,40223
17825,17883
488,17825
17825,61069
17825,1155547
17825,137427
17825,229482
17825,930710
12898,17825
17825,57630
17329,17825
17825,115033
17825,21981
17825,17871
17825,1394656
17825,62854
17825,20739
17825,1129908
17825,89576
17825,1365066
2675,2679
2150,2679
17835,39189
17835,47730
13524,17835
17835,1571086
17835,52849
2632,17835
7399,17835
15452,666935
39,122029
3897,122029
122029,1305138
98750,122029
1498662,1593336
1498662,1611614
2303,4429
201,4429
150,4429
4429,76070
2838,4429
3897,53935
53935,95022
1158,53935
38673,53935
865,19242
819,19242
19242,57113
488,17167
1038,17167
26775,99436
17167,23532
18897,26775
17167,1907753
4491,17167
17167,23881
6384,17167
55934,71082
55934,89847
55934,84740
6884,55934
55934,1052583
280,55934
55934,55936
55934,1097660
3897,62768
36425,62768
11401,62768
36669,62768
5953,1685190
2294,99436
4385,99436
33192,1413704
138,99436
6201,33192
607,99436
10943,33192
11401,99436
33192,71872
33192,114334
550858,3064243
5294,6482
5294,7018
5294,13015
488,5294
578,5294
6159,936622
5294,11694
5294,7623
5294,71947
5294,51864
1243,5294
5294,15277
5294,36588
5294,6046
5294,12891
5294,70500
5294,43141
5294,5872
5294,79434
5294,55499
5294,1192893
2283,5294
3224,5294
5294,11218
5294,108346
5294,20307
5294,53333
5294,1173102
1896,5294
5294,42138
5294,29226
5294,44735
929825,1191348
30715,1191348
5602,1191348
4762,91569
543261,1294862
5953,19416
19416,1138699
11701,59803
7879,59803
59803,1758713
21879,59803
15812,59803
15775,59803
35013,59803
880,1031463
33192,1031463
37932,1031463
19274,1031463
117642,1031463
21411,1031463
89847,1286797
89847,1174074
11266,15217
9340,11266
7832,11266
11701,96677
96676,96677
41670,56857
578,935896
258,935896
309,935896
7482,14392
5469,14392
6384,14392
14392,54839
3061,132964
37917,132964
80591,132964
488,1333
1333,65452
1333,17051
1333,4610
108,1333
1333,1571086
1333,166995
1333,17605
110,1333
59,928490
47640,2112237
5281,204250
15521,204250
879,158938
158938,183760
9158,26481
56661,116805
55710,1640646
7399,116805
19769,33192
41039,116805
17141,1640646
8688,19769
19769,1936668
16483,19769
19769,203285
19769,47640
19769,80675
23287,113570
113570,230987
56714,113570
44735,113570
5294,229702
2294,145221
55476,229702
138,145221
1243,10696
59,10696
531211,1081077
224610,927706
22383,927706
13496,130030
1241,13496
13333,13496
116805,1341911
57492,1341911
17087,1341911
41039,1341911
1748,72757
1748,12891
1748,4135
1748,36811
1748,52139
1748,7399
5696,72624
488,1035
1035,2226
1035,33192
1035,1150
1035,8328
1035,2636
1035,57755
68,1035
1035,70520
1035,1776
76070,139250
139250,1173102
139250,1907068
1150,118303
488,1150
578,1150
1150,5656
1150,122582
1150,8328
1150,65677
138,1150
1150,2636
1150,11770
1150,30715
1150,57446
1150,1152
1150,1158
1150,1776
125738,549310
488,1464449
6159,1464449
865,5655
1038,5655
3556,5655
5655,13922
5655,5656
5469,5655
138,5655
5655,38803
309,5655
1461,5655
31,5655
819,5655
5655,37626
5655,7399
5655,8654
524,5655
142272,142276
24045,142272
142272,1823051
11090,57633
4491,57633
578,6818
6818,999272
6818,17051
6818,37852
2303,6818
608,6818
258,6818
1650,6818
6818,10249
18533,204484
91394,204484
488,8688
8688,10828
8688,11218
258,8688
17697,79033
1243,13922
1038,13922
518,13922
13922,26457
13922,15218
13524,13922
578,82194
108,82194
98,16378
10757,16378
323,4723
323,2034
323,5953
323,1907753
323,5065
323,3556
323,10781
138,323
323,2636
323,7467
323,92784
323,934
36693,84021
13333,36693
68215,138776
309,233108
19152,102109
96439,102109
103,102109
1212522,1293994
103,90037
45405,45407
1243,1191719
15488,1191719
15254,1191719
930567,1290451
608,1290451
6162,69371
36669,69371
1461,969493
488,1758713
7623,56851
608,56851
774,1724
774,16483
31,774
774,18281
15488,78054
7087,59357
488,32278
880,32278
32278,37932
11770,32278
32278,1179066
7132,32278
32278,1823051
74863,89596
14999,80762
55936,88823
19416,61542
16378,88743
488,1286540
24,1286540
204484,1286540
1286519,1286540
5342,1286540
2632,58689
7399,58689
1243,88926
36811,60949
2632,60949
84075,115128
71551,115128
2632,115128
41039,115128
115128,1400880
2128,1182311
488,934803
103041,934803
19303,934803
934803,1413704
55499,1911436
930710,1115959
86626,930710
31,930710
543261,930710
44735,930710
1152,220691
137427,1018332
880,144221
1884,1288705
2036,43141
190,82286
1032,82286
2303,82286
6111,82286
59,18865
18865,66739
18865,58189
2419,18865
37917,54733
44735,54733
4135,1063956
21657,55520
14597,1978406
24,7036
7036,9994
12095,1046494
5281,1301933
508,1301933
1301933,1709455
21678,37917
21678,222686
1071,3556
31,1071
524,1071
20173,229519
2838,229519
98,229519
59,145821
16847,1293994
1461,1293994
12898,68574
3905,68574
1704,146439
74924,144519
40863,101543
101542,101543
101543,1001384
6767,101543
71548,101543
3776,88750
15488,88750
88750,95519
17277,88750
88750,230300
130253,209879
90609,209879
53068,209879
209879,593079
30614,209879
209879,930526
578,999760
1243,999760
957,999760
525,42993
5655,1555636
42993,91343
10828,51023
51023,62797
55934,1063377
96439,1063377
4491,1063377
5345,1063377
17697,1063377
1158,1063377
212208,1063377
13922,51298
26457,51298
51298,55789
21657,51298
3087,51298
51298,56322
51298,105648
51298,51329
3776,558062
1243,558062
2636,558062
558062,1058066
17087,558062
115891,558062
309,229873
1087685,1213573
19303,142192
14999,1284159
138,14999
4955,14999
11770,14999
14999,16294
4014,14999
11161,14999
14999,64035
5723,14999
589,264113
54507,1365760
121798,1365760
119294,1521952
488,19536
52691,1033661
1033661,1152981
58897,1033661
16214,63937
13922,63937
14405,63937
51965,63937
21411,63937
18844,66512
66512,70575
60922,66512
190,4610
488,4610
4610,7623
4610,10828
4600,4610
3556,4610
4610,16483
4610,203285
4610,135795
59984,90694
17051,1028244
108107,550475
20019,24045
20019,72208
4566,20019
20019,35550
20019,26467
59315,111686
449,111686
111686,1571086
17605,111686
110283,995566
564,995566
558860,995566
45405,995566
19303,995566
995566,1136502
40863,1033654
16860,1033654
592318,1033654
5602,1033654
1032,4600
4600,18184
4600,27571
4385,4600
4600,4784
4600,54469
4600,83198
4600,39012
4600,5344
4600,66212
31,4600
1776,4600
3556,17016
5469,17016
17016,53334
1152,51679
51679,1395183
4784,11701
11701,11864
5292,11701
4491,11701
11701,225009
879,11701
1152,11701
11701,1215399
11701,35013
1098037,1098038
1098038,1449665
6495,38804
1158,38804
5369,38804
9281,15852
15852,39819
1152,15852
1896,95024
76245,95024
95024,533061
812068,1288345
190,4784
488,4784
4784,930707
1038,4784
4784,4945
4784,69371
4784,5656
4784,7036
4784,13235
4762,4784
879,4784
4784,67367
4784,45400
4784,5602
4784,212208
1896,65594
57030,65594
54472,65594
117841,220691
17087,117841
53708,117841
16644,98132
98132,99805
488,1074721
24,1074721
1074721,1710473
1361219,1363726
16384,95255
2283,971292
1243,3556
59,3556
3556,21678
2636,3556
3556,27319
3556,938835
3556,5470
15218,37852
879,37852
4762,14353
2636,143011
143011,454177
78021,143011
24045,142276
142276,1823051
578,70500
58220,70500
3224,70500
7467,70500
31,70500
934,70500
893,70500
17605,70500
70500,212208
70500,1391986
880,2766240
3905,2766240
525,1145214
201,1145214
30310,1571086
14887,30310
16863,56383
4784,56383
37917,56383
44735,56383
4491,18356
71947,239794
10781,95022
10781,13333
20659,20709
20659,120226
2228,20659
37526,588828
518,8186
59811,568322
59811,118303
59811,66190
59811,1407281
59811,135113
36425,59811
59811,62768
50583,59811
59811,1911436
59811,1301933
54507,59811
59811,86255
18898,59811
59811,1300274
55789,59811
11012,59811
59811,995462
59811,932088
55075,59811
35550,59811
59811,1732141
59811,1028821
59811,1214840
366,32796
3288,32796
13235,32796
32796,82839
29605,32796
32796,50767
5174,32796
32796,45037
32796,36797
1032,17183
488,17183
510,17183
17051,1179824
17051,1179822
22215,1179822
16863,82337
37917,82337
82337,1115333
82335,82337
82337,98522
17051,1179823
82885,1044255
22461,1044255
107766,1044255
55934,1174074
132856,1079368
3556,18596
518,18596
1158,18596
1462,37917
1038,37917
4784,37917
7467,37917
20387,37917
5344,37917
37917,225009
2171,37917
2838,37917
2228,37917
37917,1369361
37917,98521
37917,2219327
37917,228134
37917,44735
59,59521
59521,90591
23532,59521
21657,59521
58982,59521
1032,95687
488,1044835
2636,1044835
569,1331163
116805,1331163
1301933,1331163
66074,1331163
19003,57492
19006,57492
57492,71797
57492,71600
12891,57492
57492,84369
64141,79434
4135,550684
4135,5306
4135,5469
1241,4135
4135,556172
4135,4483
4135,20204
4135,5470
8328,16938
190,8328
1032,8328
488,8328
2226,8328
8328,15217
4135,8328
138,8328
8328,30715
1152,8328
8328,58728
8328,10491
1776,8328
50719,66681
50719,1039527
50719,126620
40864,130030
40864,65452
5656,40864
17883,1192754
84931,1192754
59291,62157
58873,62157
57130,62157
21712,105338
1150,105338
51864,51866
51866,1113116
65314,227910
1776,227910
865,1607672
2127,1607672
51023,1607672
59315,131870
468,131870
66555,131870
45400,131870
9994,131870
131870,184581
95101,131870
2163,3417
3417,15218
3417,7132
3417,163496
1032,224644
6159,224644
5469,30309
5469,8557
39,5469
488,5469
5469,87257
957,5469
5469,112201
5469,54472
5469,57199
17883,19303
19303,112588
564,19303
5281,19303
4429,19303
1748,19303
138,19303
19303,53267
19303,20503
19303,91343
19274,19303
4566,19303
19302,19303
2632,19303
1357,1770139
488,52609
52609,62926
18897,52609
3905,52609
3061,56412
56411,56412
21863,96439
564,56411
30614,56411
1893,1551545
4566,12898
17051,1813459
224610,1813459
7879,66193
66193,71267
66193,69797
66193,104644
66193,76595
71267,217174
42694,1782110
10995,58901
1032,1224031
578,1224031
893,1224031
223,1224031
1704,1758713
1704,21879
1704,17597
1704,7399
1333,5892
5892,117642
488,518
518,3388
518,543261
518,934
518,9994
103,518
518,524
518,163496
518,95101
518,7904
123798,1571086
16847,16848
16847,120245
488,16847
578,16847
2294,16847
11090,16847
4610,16847
138,16847
6384,16847
150,16847
6869,16847
5602,16847
11401,70575
1769,38516
17141,59651
5723,59651
3556,18355
6384,18355
9778,18355
1038,15148
7623,55499
2303,55499
6384,55499
98521,1907318
1136517,1907318
1152,54868
14386,1284498
51329,1284498
13235,939337
13235,558860
5469,13235
13235,26457
13235,27319
11218,13235
13235,20750
13235,17494
1461,13235
13235,57446
13235,20212
13235,105648
13235,161932
5723,13235
13235,57199
11218,1003190
8023,124747
2746,4483
1158,2746
488,124747
65629,65630
9281,72034
5575,72034
35013,72034
124747,124748
54025,130030
54025,102445
17496,54025
28249,54025
54025,66728
54025,57434
54025,63713
190,968666
5723,968666
7256,9778
587,11478
66681,1039527
66681,1039528
66681,1039529
36425,1413704
525,1413704
23227,1413704
1233,1413704
53333,1413704
1243,15175
3556,15175
2636,15175
15175,16483
15175,39012
2176,15175
68,15175
1650,15175
6039,15175
1158,15175
15175,67752
1776,15175
3776,24492
1039527,1039528
1039527,1039529
8328,24492
1152,24492
11614,2417656
138781,2417656
488,109857
854884,1311564
854884,1193499
129543,854884
227162,854884
33640,854884
88943,854884
1208178,1208179
81850,89386
34110,57755
34110,1215399
15556,34110
34110,1257523
1060223,1522546
6733,57130
42,1243
42,4453
42,65879
42,98522
2719,1558077
45407,82226
4135,82226
27319,82226
82226,202816
1351011,1448393
224,1351011
15852,17329
819,17329
17329,51329
1053901,1649427
488,40256
569,40256
11701,40256
879,40256
7132,40256
10828,1821621
16847,1821621
54025,1821621
39012,1821621
60949,77089
4491,77089
22214,77089
12219,77089
138,3776
138,1032
138,488
138,4385
138,5281
138,525
138,3556
138,2636
138,5292
138,7467
138,27319
138,39012
138,11770
138,2461
138,8297
138,11401
138,16644
138,1461
138,92784
138,224610
138,1152
138,3125
138,35550
138,20921
138,5602
10051,16848
10051,59291
488,10051
578,10051
10051,26875
10051,21183
10051,11770
5140,10051
224610,645348
1270,15852
323,1270
1270,18023
14386,1177544
5306,1212755
81082,1416383
11343,53267
53267,60025
47826,229568
47826,1397397
1957,47826
3897,135601
10828,135601
24045,1529110
488,24045
17051,24045
525,24045
7036,24045
19274,24045
1152,24045
13520,24045
11694,932248
95022,1030260
880,932248
932248,1046225
19536,58873
18897,58873
1158,58873
1776,58873
510,1211781
11694,1211781
7623,1211781
8676,1211781
55934,1211781
4945,1211781
32278,1211781
1211781,1293994
55499,1211781
109857,1211781
11343,1211781
6884,1211781
52443,1211781
11218,1211781
17633,1211781
1108,1211781
64141,1211781
7775,1211781
7399,1211781
56842,69488
5216,19303
2636,5216
5216,6384
5216,76070
1893,5216
2228,5216
5216,51917
5216,21007
5216,123997
22214,113373
59410,113373
56322,113373
41039,113373
113373,212208
5281,1389015
366,7865
2294,7865
7865,11701
934,7865
3776,98103
98103,98104
98103,105435
15389,98103
98103,104561
98103,116267
76070,98103
4762,98103
14887,98103
280,98103
21007,98103
7399,98103
44735,98103
38516,201279
12238,201279
201279,1053901
1776,201279
23315,28898
1167470,1412121
4955,11770
4955,13333
2636,1821621
2636,1426585
2636,39012
68,2636
1650,2636
92561,1046935
52849,116076
1243,502188
8858,11614
3026,8858
8858,116805
4600,8858
8858,56205
8858,52443
280,8858
8858,11887
2690,8858
17242,38803
1776,17242
10757,163998
524,53334
3047,20212
3045,3047
3047,58094
16848,27226
5140,27226
6361,20239
6361,58689
6361,20750
6361,17141
4483,6361
6361,17836
562695,1554277
20907,21183
1884,21183
21183,90694
1035,21183
21183,1413704
42,21183
1241,21183
5292,21183
6384,21183
1634,21183
21183,30614
21183,56960
21183,38673
5470,21183
236859,1413704
35468,136183
1884,35468
3776,145057
35468,35550
33192,109439
57755,109439
55710,57130
1065549,1089843
7395,7396
8858,57130
879,57130
21007,57130
7399,57130
51329,57130
41039,57130
3061,29214
57130,1317388
29214,54507
29214,69122
19274,29214
20739,29214
29214,38673
589,7396
7396,54697
2632,1550265
156952,972404
834,1426585
94045,1426585
38673,90178
90178,1074867
939440,1064947
146110,1064947
117841,1064947
27578,933739
7314,12238
608,7314
280,7314
7314,53304
32,152414
973,14999
973,974
957,973
974,4566
10702,18897
10702,57270
2461,10702
893,10702
190,1036315
13235,983909
8858,983909
13524,983909
3388,983909
983909,1423660
45407,303064
48507,1172253
190,66633
59410,66633
101911,224610
589,101911
6575,19656
19656,1284159
518,19656
19656,24045
21161,47652
21161,1068341
1748,57604
57604,220088
1461,57604
19274,57604
2632,57604
7399,57604
15217,220088
52849,220088
220088,1003843
220088,1136517
3416,28898
36425,1898315
1158,28898
562141,1211636
2176,16785
16785,32203
1776,2873
92012,985032
92013,985032
56205,985032
55439,985032
172,586002
172,2034
172,137467
172,55251
172,11181
172,468
172,15488
172,65452
172,105435
172,11090
172,11701
172,163998
172,4575
172,1893
172,15602
172,64194
172,83287
17051,109402
1032,24657
2461,24657
8966,24657
12329,24657
5149,183036
37710,72757
37710,1907753
16644,37710
37710,140617
7904,37710
17141,154521
1032,56539
56539,177532
56539,220088
4491,56539
52849,56539
15556,56539
5010,56539
1032,5713
5713,5723
971292,1028309
129097,1098477
16483,29605
4491,29605
1266175,1827948
4955,40541
40541,105866
7623,1306608
6431,1306608
510,104561
14887,104561
68,9054
5029,9054
8636,9054
38673,566328
108,74060
18533,226622
226622,238960
1180535,1180536
1180535,1717627
32203,62369
565382,1200481
39,1305138
58689,1305138
2303,3556
2303,1310844
138,131617
21411,29922
78021,103312
53177,1389033
11701,12786
12786,15852
12786,16483
6884,12786
3388,179632
6384,1443611
69237,69238
2589,69237
1724,16483
4135,16483
16483,1551545
16483,16847
2461,16483
16483,16644
16483,34517
16483,1215399
16483,589402
16483,27846
16483,575678
16483,135651
16483,1257523
190,562695
31155,562695
9032,562695
4610,562695
4600,562695
5216,562695
2636,562695
109402,562695
11091,562695
59330,562695
97618,562695
10491,562695
2719,15852
2719,16483
2719,5292
5469,76009
4232,76009
6201,1577184
3125,17087
13333,17087
1032,1241
1224,1241
1241,32278
1241,15175
1241,26095
11873,23532
11864,11873
17812,30614
819,17812
20212,497737
9778,29783
29783,44735
488,11343
11343,15488
11343,58873
11343,27319
11218,11343
11343,12238
6162,11343
2228,4453
4453,65879
1721,18878
578,1721
1721,2294
1721,934803
1721,50719
1704,1721
1721,12988
1721,58498
1215,1721
9777,66121
37932,66121
9778,66121
2535,66121
5387,11649
5387,1141683
5387,27992
5387,6767
5387,52049
3290,5387
5065,5387
5387,54733
5387,59521
5387,57130
5387,76009
5387,11012
5367,5387
5387,83985
5387,17871
5387,7399
5387,51329
934,20646
17051,58189
15345,58189
9778,37932
33528,567558
103,122423
7467,30586
30586,30614
75960,1340023
38023,66555
5470,27889
84739,84740
21677,27889
5292,7499
5292,20019
5292,17087
5292,17812
5292,5344
5292,16294
5292,7132
31,5292
1152,5292
3087,5292
934,5292
893,5292
5292,6495
5292,5369
30309,47730
47730,76242
47730,1571086
6431,108205
5602,108205
1032,76965
2034,76965
957,76965
1884,1137903
36588,1137903
11701,1137903
5216,1137903
2228,1137903
81850,1137903
39,2283
1243,2283
2283,54733
2283,5292
2283,3416
2283,21134
108,2283
2283,17697
2283,1571086
2283,556172
31,2283
2283,4566
2283,4483
103,2283
2283,44735
14386,1566466
7,569
7,12891
7,11092
7,7879
7,8
7,12890
7,16384
7,165787
7,84496
7,7929
1788573,2018919
30309,1140476
25598,1140476
4760,1140476
224,1140476
1140476,1187602
6495,1140476
71082,1200558
16294,81727
488,50767
50767,69371
1893,50767
50767,1403179
30614,50767
2636,28249
16384,28249
2293,28249
5602,28249
3061,71570
